news_id,category,subcategory,content
N13487,autos,autosnews,"York Fair Ferris wheel accident: What we know about the fall that injured 2 riders, operator. Investigators had released few details about what led to two riders being injured in a fall at The Giant Wheel."
N8134,weather,weathertopstories,"New Haven gas spill cleanup could take days. NEW HAVEN   Cleanup for a gasoline spill that happened Tuesday could last through Friday according to officials. According to the Office of Emergency Management, about 2,000 gallons of gasoline spilled onto the ground near New Haven harbor Tuesday while workers were moving fuel from one pipeline to another. The spill happened at the Gulf terminal near Forbes and Waterfront Streets. New Haven ..."
N13377,finance,finance-real-estate,"GA Dream Homes: Former Braves' House, Water Slide, Multi-Acre. Take a look inside these dream homes around Georgia featuring a former Braves player mansion, a home with a water slide and lots of acreage."
N11032,health,medical,Hormone Therapy for Breast Cancer. Treatments that suppress hormones in the body have been found helpful for some kinds of breast cancer.
N21143,sports,golf,TV boot camp awaits Davis Love III as he explains why he decided to join CBS and get into broadcasting. The World Golf Hall of Famer talks about why this was the right time to jump to TV and the prep work that awaits ahead of his formal debut at Torrey Pines in 2020
N14064,weather,weathertopstories,Gusts up to 50 miles per hour possible on Halloween evening; wind advisory issued for parts of Northeast Ohio. 
N43581,autos,autosenthusiasts,Bizarre 2010 Camaro With Classic Trans Am Nose Needs Home. This fifth-generation Camaro has a face only a mother could love
N35276,foodanddrink,tipsandtricks,"The 8 things you should never do in a fast-food restaurant, according to former employees. From filling soda cups with water to letting your child place their own order, there are several things fast-food workers wish you would stop doing."
N44125,news,newscrime,"Reward offered for information in Midwest City quadruple shooting that killed 1 person. Midwest City police teamed up with two local financial institutions Thursday to offer a reward for information in connection with a quadruple shooting that claimed the life of one person, police officials announced. According to police, four people were shot on Oct. 22 at the Vista Green Apartments. Antonio Marshall, 27 died in the parking lot. Sign up for our Newsletters ""At this time, we are hoping the promise of reward money will develop..."
N32013,foodanddrink,newstrends,"Explore the 4 top spots in Austin's Govalle neighborhood. Visiting Govalle, or just exploring the area more? Get to know this Austin neighborhood by browsing its most popular local businesses, with ratings, photos and more."
N4351,sports,basketball_ncaa,"Tommy Tuberville, ex-UC Bearcats coach, expects hero's welcome for Donald Trump in Alabama. The University of Alabama reportedly is preparing for President Donald Trump to attend the LSU game at Bryant-Denny Stadium on Saturday."
N57066,news,newspolitics,"Warren widens lead in Democratic primary race, poll suggests. HAMDEN, CT (WFSB) - Sen. Elizabeth Warren has opened up a lead on the Democratic presidential primary race, according to a new poll. Quinnipiac University released the results of a national poll on Thursday. American voters put Warren at 28 percent over former Vice President Joe Biden, who was at 21 percent. Vermont Sen. Bernie Sanders was third at 15 percent. Fourth was South Bend Mayor Pete Buttigieg at 10 percent. Sen. Kamala Harris polled at..."
N33806,autos,autosenthusiasts,"Dodge Challenger On 34-Inch Wheels Is An Opulent Muscle Car. This build took eight months and $100,000 to complete."
N40952,autos,autosvans,2021 Toyota Sienna caught testing in Death Valley. 
N29204,movies,movievideo,"'Honey Boy' Trailer. Shia LaBeouf plays a character inspired by his own father in this movie about his own life, out Nov. 8."
N37610,lifestyle,shop-apparel,35 Cheap (Yet Awesome) Plus Size Halloween Costume Ideas. They're scary good.
N22888,news,newsscienceandtechnology,"The best smart scales we tested in 2019: Withings, Fitbit, Garmin, Eufy and JaxJox. The best smart scale can tell you about much more than just your weight."
N27759,lifestyle,lifestylecleaningandorganizing,"12 Surprising Things You Should Never Clean with Water. Wait! Before you fill up your cleaning bucket with good old H2O, think first about what you plan on cleaning. Though water may be your go-to for cleanup, it can damage or shorten the life of certain furnishings and fixtures. Read on to find out which household objects should never be subjected to water."
N3296,news,newscrime,"Man in custody after 2 people were shot during a drug deal in Bashford Manor, police say. Matthew A. Martin, 30, was arrested late Wednesday at his apartment in the 1900 block of Goldsmith Lane, where he allegedly shot two victims."
N16669,finance,markets,Microsoft set to report earnings after the bell. Windows could be a bright spot in Microsoft's first-quarter earnings report ahead of the end of support for Windows 7 in January 2020.
N34792,sports,football_ncaa,Oldest player in college football is also Army elite. That college football player you're watching on Saturday is an elite special operations soldier for the U.S. Army.
N54546,sports,football_ncaa,"White throws for 350, No. 24 Memphis beats No. 15 SMU 54-48. The 24th-ranked Memphis Tigers had a national stage both in their town and on their field. They lived up to the moment."
N7097,sports,basketball_nba,"Bucks full of confidence, but meeting with Houston superstars Harden, Westbrook stirs curiosity. The past three NBA MVP winners will share the same court at Toyota Center as the Bucks face the Rockets, adding a playoff flair to opening night."
N28411,movies,movies-celebrity,Anne Hathaway Celebrates a Low-Key Baby Shower for Her Second Pregnancy. She enjoyed the sweet celebration at her Upper West Side home in New York.
N14351,news,newsus,Incoming NYPD Commissioner Dermot Shea Will Face Challenges Inside & Outside Department. Police experts say job one may be the morale of the department in the wake of the Daniel Pantaleo chokehold case and mounting incidents of police being disrespected.
N26735,sports,racing,Joey Logano's Kansas outcome is proof why 'every point matters'. Joey Logano managed to minimize damage from a late race wreck and then held on to earn just enough points to advance to the next round of the Cup playoffs.
N24371,travel,travelnews,"Long Delayed American Dream Mall Partially Opens To Public. A Nickelodeon theme park and NHL-sized ice rink will be available today, but the shopping center isn't expected to open until March 2020."
N3299,weather,weathertopstories,"Intrepid Denver Resident Wades Through Inches of Snow Amid Storm. A snowstorm moving through Colorado on Tuesday, October 29, left parts of the state covered in snow, according to the National Weather Service (NWS), but it didn't seem to bother Peter ""PARKER"" Stevenson, a local West Highland white terrier. This video shows the Westie hopping down the snow-covered steps of a home in Denver on October 29. The NWS said between four and 16 inches of snow were expected in some parts of Colorado, with the most snowfall in the northern and central mountains and the Front Range foothills. The weather service said the ""moderate to heavy"" snowfall was ""widespread."" Areas surrounding Denver were under a Winter Storm Warning, and a Winter Weather Advisory was also issued for much of the state. The NWS also warned drivers of snowy and slippery roads. Credit: @peterparkerstevenson via Storyful"
N22204,lifestyle,shop-all,"Your Dog Needs One of These Insane Halloween Costumes ASAP. And yes, you *can* and should coordinate your own costume to match."
N2548,sports,football_ncaa,Vote now for Courier Journal's Athlete of the Week awards!. Voting is now open for the Courier Journal's Athlete of the Week Award for Metro Louisville and Southern Indiana.
N25523,sports,tennis,"Berrettini into world top 10 and boosts ATP Finals bid. Matteo Berrettini on Friday ensured he would become only the fourth Italian man to break into the world top 10 when he reached the semi-finals of the Vienna ATP event. The 23-year-old defeated Moscow champion Andrey Rublev 7-5, 7-6 (7/4), giving the third seed a last-four clash against home favourite Dominic Thiem. Top seed Thiem was leading Pablo Carreno Busta 5-0 when the Spaniard called it quits in their quarter-final. Berrettini, who made..."
N58339,sports,football_nfl,Daily Dawg Chow: Browns news (10/25/19). More of the latest Browns news and notes from around the web in today's dose of the Daily Dawg Chow.
N23769,news,newsus,"LeBron James seeks normalcy with family safe from Getty fire. Around 2 a.m. Monday, LeBron James and his family drove around Los Angeles trying to find a place to stay. James could see the Getty fire as he left his Brentwood home, grabbing just a credit card and his passport. The first alarm had rung at about 1:30 a.m. and the evacuation order for their neighborhood came shortly thereafter. James walked into three hotel lobbies asking if they had ..."
N31110,finance,financenews,"Woman Says Scammers Drained Her Account Through Zelle, But Fifth Third Bank Told Her They 'Can't Prove Anything'. CBS 2 Morning Insider Tim McNicholas explains two risky things to avoid to help other consumers avoid becoming victims."
N3651,weather,weathertopstories,"Powerful ocean storm brings big waves, wind to Maine. While the big ocean storm off the New England coast will be mostly a miss for Maine, the storm is kicking up big waves along the coast. The nor'easter, centered southeast of New England, became subtropical storm Melissa late Friday morning, with 65 mph sustained winds. Melissa will gradually weaken and begin moving away from the East Coast Friday night. A high surf advisory has been issued for the entire coast of Maine until 6 p.m. Friday. Waves..."
N29142,lifestyle,lifestylerelationships,"Skylar Richardson: Parents would like to be 'average, boring people'. Skylar Richardsons parents say they have flashbacks of her trial, the arguments of the attorneys and the some of the expert testimonies."
N12605,sports,golf,"To leave pin in or take it out   that is the question. It's been the question of the year in golf: Pin in or pin out? There used to be a two-shot penalty if you left the flagstick in the cup and hit it with a putt, but the USGA eliminated the penalty this year to speed up play. Some golfers now leave the pin in all the time and they don't need anyone to tend the pin anymore, but some take it out for shorter putts and some still take it out all the ..."
N64195,lifestyle,lifestyledecor,These Outdoor Fall Decorating Ideas Will Leave You with Serious Porch Envy. A festive facade starts here.
N37700,foodanddrink,recipes,100 of Grandma's Coziest Comfort Foods. Grandma knew nothing could warm you up on a chilly day like home-cooked comfort food. Here are cozy recipes she'd be proud to serve. The post Grandma's Coziest Comfort Foods appeared first on Taste of Home.
N14295,news,newsus,A kangaroo was on the loose in Franklin County Tuesday morning. The Missouri State Highway Patrol received an unusual call early Tuesday morning. Deputies received a call for a 'loose kangaroo' in St. Clair around 1 a.m. One of the troopers was able to find the kangaroo and tracked it down to its owner at a non profit organization along Pickles Ford Road. It's unclear how the kangaroo got loose. The kangaroo belongs to 'Goat and Bunny Ranch Pet Therapy.' According to a sign spotted by a 5 On Your Side...
N3019,autos,autosnews,"Wrong-way driver killed in crash on U.S. 301 in Riverview. RIVERVIEW   A 45-year-old St. Petersburg man was killed Thursday when he drove the wrong way on U.S. 301 and crashed head-on with a pickup truck, authorities said. Anthony Leonard Shaw was driving a 2001 Acura sedan south in the northbound lanes at about 10 p.m. when he collided with a 2017 Chevrolet pickup, according to the Florida Highway Patrol. Shaw died from his injuries at the scene. The ..."
N976,lifestyle,lifestylefamilyandrelationships,"How to Deal With Your Partner's Annoying Habits. The toilet seat that's up. The empty milk carton in the fridge. The socks under the bed. Sigh. But you do things that annoy your partner, too and small changes could make a big difference for both of you."
N40918,sports,football_nfl,Patriots DL Michael Bennett uncertain about his future in Foxboro. Bennett spoke with the media Wednesday for the first time since returning from his one-week suspension.
N49937,news,newsus,Retired NYPD detective champions organ donors in NYC Marathon run. Victoria McDonnell's final act of kindness saved three lives   and has kept her father sane the last nine months. Retired NYPD detective Michael McDonnell was getting ready for bed on a Saturday night when he got the message every parent dreads. Something was wrong with his 26-year-old daughter. She was on the way to the hospital.
N25009,video,news,Stein refutes Clinton's accusation she's a Russian asset. Green Party 2016 candidate Jill Stein calls Clinton's calling her and Tulsi Gabbard Russian assets 'a completely unhinged conspiracy' with 'no basis in fact.'
N10206,sports,football_nfl,"Even in defeat, Huskies young receivers take step forward. SEATTLE -- Washington will enter its first off-week of the season coming off a defeat. That means Huskies will spend the next two weeks reliving the missed tackles, stalled offensive drives and penalties that turned a two-touchdown lead into a 35-31 loss to Oregon on Saturday. ""Just coming off a loss is pretty hard,"" said senior safety Myles Bryant, ""and then not getting that week ..."
N13717,finance,financenews,"Woman Meets 911 Dispatcher Who Guided Her Through CPR, Helped Save Her Sister's Life. Monday is National First Responders Day   a day to show our gratitude for those on the front lines, getting us through the emergencies we can't handle on our own."
N22837,foodanddrink,recipes,"Festive Fall Cocktails, From Fig Bourbon to Cranberry Orange. And more perfect Halloween concoctions ahead."
N39339,news,newsscienceandtechnology,"These Coral Have a Unique Survival Strategy That Lets Them Recover After Deadly Warming Events. The findings are some rare good news for corals around the world, which are facing numerous severe threats."
N14431,autos,autosenthusiasts,1969 Dodge Charger R/T Hellcat Imagined As Muscle Car That Never Happened. What if the Hellcat existed during the original muscle car era?
N26563,health,nutrition,"Here's What the Serving Size on a Nutrition Label Actually Means (Hint: It's Not What You Think). If you've spent your entire life trying and failing to follow the serving size listed on the Nutrition Facts label, we've got some good news for you: serving sizes aren't meant to be a recommendation."
N8237,foodanddrink,restaurantsandnews,16 Secrets Olive Garden Doesn't Want You to Know. Here's everything you've wanted to know about your favorite breadstick-serving restaurant.
N34821,news,newsus,Man arrested in Milwaukee acid attack was convicted of false imprisonment of hunters. His mother says he had been receiving care from the Departments of Veterans Affairs in Milwaukee.
N43112,sports,basketball_nba,Gregg Popovich blasts Knicks over Marcus Morris signing. It seems like Spurs head coach Gregg Popovich has not forgiven the Knicks for signing away Marcus Morris from San Antonio this past offseason
N780,sports,baseball_mlb,"MLB agent Matt Sosnick arrested for alleged domestic violence, misdemeanor child endangerment. TMZ Sports reported on Saturday that Sosnick was arrested on October 8 by Danville Police in Northern California for domestic violence and misdemeanor child endangerment."
N35437,health,medical,"17 Subtle Signs Your 'Cold' Means Something Else. Before you brush off your illness as just another wintry annoyance, make sure you know how to identify these serious cold symptoms."
N36070,health,health-news,Taco Bell recalls more than 2M pounds of seasoned beef after metal shaving found. The meat was removed from locations in 21 states.
N13144,travel,travelarticle,"7th Annual Maker Faire bring hundreds to Great Lakes Science Center. Calling all inventors, creators, crafters and scientists! Saturday is your day to showcase your skills. For the seventh year, the Maker Faire allows visionaries to participate in what the event describes as the ""Greatest Show and Tell on Earth."" From the life-sized skeebowl (a cross between bowling and skee-ball) to glassblowing and homemade games, there's plenty to do and see at Maker Faire. New this year, is the location. In prior years the..."
N14425,foodanddrink,foodnews,Stop Wasting Your Money   Here's Exactly Where to Find the Cheapest Halloween Candy This Year. Save on top-tier candy this season.
N63790,foodanddrink,recipes,40 Last-Minute Holiday Side Dishes. Need a side dish but guests will arrive in a half-hour? Cook up a last-minute holiday side dish for a complete and filling dinner spread. The post 40 Last-Minute Holiday Side Dishes appeared first on Taste of Home.
N22007,news,newsworld,"Trump appears to confirm U.S. nukes are in Turkey, an admission that would break with longstanding protocol. Asked about the U.S.'s reported stockpile in Turkey, Trump said, ""We're confident"" they're safe. The U.S. government has never confirmed that stockpile exists."
N33974,video,news,Gruesome videos emerge from Syria. New videos have emerged showing atrocities allegedly committed by Turkish-allied forces in Syria. CNN's Nick Paton Walsh reports.
N23969,health,health-news,"DEA: Counterfeit prescription pills are killing Americans. 27% of counterfeit pills seized by the DEA contained ""potentially lethal doses of fentanyl."""
N2501,weather,weathertopstories,"Tick Fire's Devastation In Canyon Country In 20 Images. See images of the wind driven Tick Fire, which has forced thousands to flee in Canyon Country."
N18690,sports,mma,UFC 244 results: Darren Till ekes out split decision over Kelvin Gastelum in middleweight debut. Darren Till got a win in his middleweight debut while taking out a former interim title contender in Kelvin Gastelum in the UFC 244 co-main event.
N552,foodanddrink,newstrends,"Congressman Tom Emmer talks socialism, Trump with Tech High School teens. U.S. Rep. Tom Emmer toured Tech High School Monday and took questions from a few teens in government class, he shared his thoughts on the 2020 election"
N25782,news,newscrime,"Police respond after woman jumps from Mount Hope Bridge. PORTSMOUTH -- A 53-year-old woman from the Portsmouth area is in critical condition after Rhode Island State Police said she jumped from the Mount Hope Bridge on Tuesday afternoon. ""She was conscious and alert when they got her out of the water,"" State Police Lt. David Bassignani told The Daily News about 2:30 p.m. Tuesday. Bassignani said state police were notified of the incident about 12:55 ..."
N1080,health,health-news,Do This One Thing Every Day and You'll Increase Your Risk of Stroke by 29 Percent. A new study published in the journal Stroke has found that people under age 50 had a higher risk of stroke when working for more than 10 hours a day.
N22327,travel,travelarticle,"VA, DC Good News: Top Date Spot, Historic Church, Halloween Homes. Good news on DC, NoVA Patches includes the best universities, a tour of Halloween homes, the metro's first 4DX theater, and an eagle rescue."
N63410,autos,autossuvs,Driven: The 2020 Cadillac XT6 Is Something of a Revelation. But can its impressive details deliver success?
N12627,health,fitness,6 Reasons to Run On the Treadmill Instead of Outside. Two words: heat and humidity.
N5264,foodanddrink,recipes,"45 Last-Minute Holiday Appetizers. These last-minute holiday apps might be fast to fix, but they definitely don't skimp on elegance and flavor. The post 45 Last-Minute Holiday Appetizers appeared first on Taste of Home."
N1977,foodanddrink,newstrends,"If you're headed to Titusville, these seven restaurants are worth the drive. From a quaint bakery and an innovative brewery to water views and craft cocktails, Titusville restaurants run the gamut."
N65144,health,nutrition,Keto-Friendly Restaurants for a Killer Low-Carb Meal. These spots make it easy to stay on track.
N8102,sports,football_nfl,Potential wide receiver free agent options for the Eagles. This team needs some help.
N42065,news,newscrime,"Iowa State Patrol: Two dead after crash in Iowa County. The Iowa State Patrol has confirmed two deaths in eastern Iowa. Bradford Stiles was driving a truck northbound on Highway 151 at the Iowa River Bridge. He lost control due to slick conditions and crossed the center line, striking another vehicle driven by Linda Schirmer, said law enforcement. Sign up for our Newsletters Both vehicles stopped in the roadway. Schirmer, 35, of Williamsburg, and Stiles, 62, of Iowa City, died. The incident is under..."
N56538,sports,basketball_nba,"Spurs notebook: Derrick White takes a beating, gains respect. ATLANTA   It takes a certain amount of something to stand in the way of 6-foot-8, 250 pounds of LeBron James barreling full steam. Maybe not brains, but definitely guts. Spurs guard Derrick White proved he has the latter quality in spades during Sunday's 103-96 loss to the Los Angeles Lakers. ""Derrick is tough,"" forward DeMar DeRozan said. ""He's willing to lay his body on the line."" As the Spurs head to Atlanta for Tuesday night's game against..."
N26361,news,newsworld,Today in History: October 12. 
N2132,sports,racing,"Logano moves Blaney in the corner: 'Blaney is the new Ryan Newman'. During an intense battle for second place, Joey Logano moves teammate Ryan Blaney out of the way to gain position in the Round of 8 race at Martinsville Speedway."
N37845,autos,autossuvs,2020 Cadillac XT6 First Drive Review: Out-Escalading Escalade. The three-row king of the Cadillac crest
N19207,movies,movievideo,Trailer - Bloodline. Trailer 1
N33856,foodanddrink,newstrends,"This Canadian restaurant will bring breakfast poutine to Scottsdale. Here's what to expect. OEB Breakfast Co., a popular Canadian breakfast and brunch restaurant, opens its first U.S. location in Scottsdale. Here's what to expect on the menu."
N3820,health,weightloss,"Jessica Simpson's Trainer Says She Wouldn't Have Lost As Much Weight If She'd Been Drinking. Harley Pasternak says he's ""pretty sure she would not have been as incredibly successful in this physique transformation if she was drinking."""
N40828,sports,football_nfl,"Bill Belichick goes on another rant against weathermen. FOXBOROUGH -- It's pretty much a yearly tradition at this point -- just like the Patriots playing in the AFC title game, there's Bill Belichick ranting against weathermen and their forecasts. The forecast for Sunday's Patriots-Browns game calls for heavy rain, which prompted Belichick to be asked how close to the game does he start thinking about preparing for it. Within Belichick's response, he brought up the Giants game earlier this year when..."
N12463,sports,football_ncaa,Here's how BC racked up a program-record 691 yards vs. Syracuse. The Eagles bounced back from a 59-7 loss to Clemson with a 58-27 win over the Orange.
N30848,sports,basketball_nba,"Thunder coach Billy Donovan has a chance to put 'imprint' on OKC's young 2019-20 team. The basketball rolled to Billy Donovan's feet as he strode past the windowed offices that line the West side of the Thunder practice courts. Newcomer Shai Gilgeous-Alexander followed it out to the 3-point line and held his hands up to call for the ball. The 21-year-old point guard had stayed after practice a couple weeks ago to take extra shots from deep, with the help of a few ..."
N47313,finance,financenews,New Home Gadgets Available At The Home & Garden Show. Boyce Thompson walks WJZ through some home products from the Home & Garden Show.
N4050,weather,weathertopstories,"Rain in Halloween forecast has some neighborhoods changing their trick-or-treat hours. The weather forecast for Halloween definitely has more tricks than treats. Widespread rain is expected Thursday evening. Rain could be heavy at times, and it will also be windy, so it's not looking good for trick-or-treaters who will be going out for candy. Sign up for our Newsletters Click the video player above to watch the Halloween forecast from Pittsburgh's Action Weather. Several boroughs and townships have moved their trick-or-treat hours..."
N19836,travel,travelnews,Why Is Tourism Slowing in This Favorite Travel Destination?. What happens when an entire tourism board disappears?
N2121,finance,finance-real-estate,"Moran ranch north of Houston purchased for residential community. A pair of developers have closed on their acquisition of the Moran family ranch, a 500-acre tract in Montgomery County where the new owners are planning a residential community of more than 850 homes and multiple commercial sites. Houston-based Satya Inc. and Stolz Partners of Alpharetta, Ga., purchased the property from the heirs of oil and gas magnate W.T. Moran. The purchase price was not disclosed. The land is south of FM 1097 and east of..."
N32598,news,newscrime,1 shot in northwest Charlotte. One person was shot in northwest Charlotte on Sunday evening. Charlotte-Mecklenburg Police said officers responded to an assault with a deadly weapon in the 400 block of Coxe Ave. around 6:30 p.m. Medic said one patient was taken to the hospital with life-threatening injuries. There was no immediate word on a suspect description or arrest. Stay with NBC Charlotte for the latest on this developing story. Never miss an alert. Download the new WCNC...
N64875,finance,finance-companies,"26 biggest retail boycotts of all time. Consumers and even entire countries have voted with their purses by boycotting certain goods and services in the hope of effecting change. Events such as the Montgomery Bus Boycott stand out as both successful and historic, while others have had little impact. Find out which protests continue to this day."
N39990,health,wellness,"72 Percent of Surveyed Women Leak When They Run, But They Don't Tell a Soul. Leakage is normal, but these pelvic floor exercises can help make running less mortifying and more comfortable."
N44428,video,news,"Arab Alliance Leader: We will take Netanyua down. Leader of the Arab Joint List Alliance, Ayman Odeh, tells Becky Anderson why he endorsed Benny Gantz of the Blue and White Party for Israeli Prime Minister."
N19305,news,newsscienceandtechnology,"Add These 9 Simple Browser Bookmarks to Make Your Online Life Easier. Your browser bookmarks might be stacked with articles you'll never get around to reading, and sites you've long forgotten about, but there are ways to use bookmarks more productively save these 10 handy URLs saved in your browser, and you'll be able to get more done and more quickly while you're online."
N11530,news,newsus,"Crash blocks center lanes of southbound Interstate 5 in Seattle near Convention Center. Updated at 11:55 a.m. with more information. Two crashes on southbound Interstate 5 left one person trapped in a vehicle and three center lanes blocked on Wednesday morning. The crashes were reported just around 11:08 a.m., according to tweets from the Washington State Department of Transportation. The crashes had occurred near the Convention Center. One crash involved two tractor-trailers and a car. A second crash involved a tractor trailer and..."
N16157,entertainment,gaming,Hearthstone player becomes first woman to win at BlizzCon finals. 'Forget your gender and go for it'
N26900,movies,movienews,"Jane Fonda, Ted Danson Arrested During Ongoing Climate Change Protest. Jane Fonda was arrested (again) on Friday during an ongoing climate change protest in Washington D.C., and this time was joined by Ted Danson. A video posted by Washington Post's Hannah Jewell showed Danson being detained by police outside of the Capitol Building with his hands restrained on Friday morning. When asked if he has"
N64324,travel,travelnews,"2 Men on Catalina Island Trip Escape Boat Fire 10 Miles Off Newport Coast. Two men on a trip to Catalina Island escaped a boat fire Friday morning 10 miles off the Newport Coast, authorities said. A good Samaritan who saw the fire made a mayday call to authorities at 9:21 a.m., according to the Orange County Sheriff's Department spokeswoman Carrie Braun. The department released audio of the call, during which the caller describes black smoke rising from a 30-foot ..."
N19963,sports,football_nfl,The Dolphins' awful 2-point conversion attempt is proof that they're tanking. Sure looks like tanking.
N30993,travel,travelnews,Yet ANOTHER Thing to Be Wary of at Airports. Sorry! Everything is bad!
N31628,news,newspolitics,Energy Chief Rick Perry Asked To Testify In Impeachment Inquiry. Former Texas Governor Rick Perry is the first member of President Donald Trump's Cabinet asked to appear before the House.
N13199,lifestyle,lifestylebuzz,Consider This Your Cheat Sheet to Shopping the Top Toys This Holiday Season. The pressure to find the hottest holiday toys for parents is insurmountable.
N39750,health,medical,Your Leg Pain May Indicate Serious Health Problem. Peripheral artery disease (PAD) is a condition that causes leg pain and could contribute to cardiovascular problems.
N28863,sports,football_ncaa,"UW's Jim Leonhard wants more: 'There are big plays, opportunities that we're leaving out there'. The Badgers have forced 14 turnovers, including eight interceptions, but Jim Leonhard sees many missed chances to add to those numbers."
N39029,finance,finance-companies,"TikTok national security inquiry is the latest US show of force on Chinese access to American data. The TikTok inquiry stems in part from the dangers the U.S. government perceives from China's access to the app's data and user profiles, a source said."
N23859,news,newscrime,Woman and boy in serious condition after apparent shooting in D.C.. The two went to a firehouse in Southeast to seek help.
N57820,foodanddrink,newstrends,Boston's Tatte Bakery Is Bringing Its Popular Israeli Pastries to the West End. The brand's incoming D.C. location will be its first store outside of New England
N14312,foodanddrink,recipes,"The Most Popular Soup from Every Decade. Humans have been making soup for centuries, and no wonder: soup is so flexible meat, vegetables, water or broth. Recipes aren't so much invented as evolved. Here are our favorite iterations of soup over the last century. The post The Most Popular Soup from Every Decade appeared first on Taste of Home."
N6817,entertainment,entertainment-books,"Adrienne Brodeur's Wild Game Is an Intoxicating Memoir About Her Mother's Affair. Essayist Emily Bernard reviews the ""stunning tale of treachery."""
N19516,sports,basketball_ncaa,This is the 2019-20 Butler basketball schedule. The Butler Bulldogs are coming off an NIT season as LaVall Jordan enters his third year as coach
N56929,lifestyle,lifestyledidyouknow,Why Do We Celebrate Thanksgiving and Why Does It Fall on a Thursday?. Get this: It took over 200 years for the tradition to become a national holiday.
N62628,music,music-gallery,THEN AND NOW: 14 hip-hop icons who shaped the music genre. While the '90s may have been the genre's golden era   spawning icons like Snoop Dogg and Jay-Z   modern rappers helped make it even more popular.
N6685,video,viral,"Miami Beach Cop Pranks Fellow Officer With Fake Snake. A Miami Beach police officer scared the living daylights out of a fellow cop recently with the help of a fake snake, footage shared on September 15 shows. The video, shared to Facebook by Miami Beach PD, shows one of its officers play the hilarious reptile-themed prank on his colleague. The officer walks up to the open window of the unsuspecting victim, who promptly (and hilariously) screams as the fake snake is dropped into his vehicle. Credit: Miami Beach PD via Storyful"
N35322,news,newsscienceandtechnology,"ACLU sues to reveal the FBI's uses of facial recognition. The ACLU is unsurprisingly concerned about the FBI's use of facial recognition, and it wants to force the agency to divulge its practices. It just filed a lawsuit against the FBI, the Justice Department and the DEA ordering them to turn over records showing ""when, where and how"" they use facial recognition tech. The civil liberties group was concerned that these systems could ""fundamentally alter"" society and lead to constant surveillance, and..."
N41100,news,newsus,"Chicago strike means day off for some, emergency for others. Chicago parents are leaning on family, friends and community groups with teachers in the nation's third-largest school district on strike."
N33534,news,newsscienceandtechnology,"Lawmakers want Netflix, Spotify to show emergency alerts. The READI Act was created in response to 2018's Hawaii missile false alarm."
N30267,finance,financenews,"Multi-Level Walgreens Store At Diversey, Clark, Broadway To Close Along With Jeffery Manor Store. The multi-level Walgreens store at the five-corner junction of Diversey Parkway, Clark Street, and Broadway will be closing next month   about six years after opening to much fanfare."
N1314,foodanddrink,restaurantsandnews,You'll Never Guess Where I Had the Best Hot Dog in the World. I report facts.
N47829,lifestyle,shop-apparel,It's Never Too Early to Start Planning Your Halloween Costume   Here Are 60+ Ideas. The only Halloween costume inspiration you need.
N53545,news,newsscienceandtechnology,Dozens of dinosaur footprints on Alaskan shoreline show that beaches were once popular stomping grounds for duck-billed hadrosaurs - dubbed the 'caribou of the Cretaceous'. Seventy-five trackways with hundreds of footprints were found in the remote Aniakchak National Monument and Preserve in south-west Alaska over the last 20 years.
N47953,lifestyle,lifestyle-news-feature,Mom who popularized gender reveals regrets it now. There are a million ways to celebrate your life that don't involve putting anyone in danger.
N49556,health,wellness,"An Open Conversation With Real Housewives on the Plastic Surgery They've Had Done. Porsha Williams, Sonja Morgan, and Melissa Gorga are here to discuss it all: breast enhancement, the pressure of being in front of the cameras, and more."
N24569,health,voices,"I Used to Obsess About My Belly Fat, Until I Started Doing This 1 Thing in Front of My Daughter. We all have that one part of our body that we always zero in on and talk badly about."
N26085,tv,tv-celebrity,Celebs who've dated people from Bachelor Nation. Take a look at the celebrities who've enjoyed romantic relationships with The Bachelor and The Bachelorette stars.
N49643,autos,autosnews,Update: North Beltway 8 reopens after deadly multi-vehicle crash. UPDATE: The freeway has reopened as of 11:35 a.m. but traffic is still slow in the area. -------- A fatal crash involving multiple vehicles has the North Beltway 8 closed heading east Friday morning. This happened around 7 a.m. in the eastbound lanes near JFK. The freeway remains closed as of 10:30 a.m. Houston Transtar reports at least three vehicles are involved. Motorists are asked to avoid the area. Expect heavy delays as the investigation...
N21480,finance,markets,"Bitcoin bounces back from a 5-month low. Bitcoin surged as much as 18%, recovering from the the lowest levels since May, amid a general risk-on rally in financial markets."
N14412,sports,football_nfl_videos,Michael Fabiano's fantasy starts and sits for Week 7. See who you should start and who you should sit for Week 7 of the 2019 NFL Fantasy season.
N18263,travel,travelnews,Action News Jax reporter flies with Blue Angels. 
N54367,music,music-celebrity,Lady Gaga Splits From Dan Horton: I'm a 'Single Lady'. Lady Gaga Splits From Dan Horton: I'm a 'Single Lady'
N50753,sports,football_ncaa,"Muschamp spoke to SEC about calls vs Florida: 'We all saw what happened'. South Carolina football coach Will Muschamp said Sunday the highest authorities in the SEC heard his concerns about the officiating in his team's loss this weekend to Florida. He was clearly displeased with several calls in the 38-27 loss and late in the game earned an unsportsmanlike conduct penalty. By the end of Saturday, he had his voice heard. ""I had a conversation with Steve (Shaw) and ..."
